customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1350,Female,0,No,No,33,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.29,1698.8,No
CUST-1351,Male,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),104.98,1584.54,No
CUST-1352,Male,1,No,No,14,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,68.91,953.71,Yes
CUST-1353,Female,1,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,85.84,0.0,No
CUST-1354,Female,1,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,734.49,No
CUST-1355,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.4,567.78,No
CUST-1356,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),83.35,1514.32,No
CUST-1357,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),55.75,1495.42,No
CUST-1358,Male,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,520.84,Yes
CUST-1359,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.07,2319.1,No
CUST-1360,Female,0,No,No,18,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,57.77,1023.36,No
CUST-1361,Male,0,Yes,No,12,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.79,766.0,No
CUST-1362,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.28,6917.94,No
CUST-1363,Female,0,No,Yes,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),79.09,1899.73,No
CUST-1364,Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,64.64,527.83,No
CUST-1365,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.09,232.75,No
CUST-1366,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.88,3132.7,No
CUST-1367,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,101.9,1012.39,Yes
CUST-1368,Male,0,No,Yes,25,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,60.51,1500.38,No
CUST-1369,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.08,434.81,No
CUST-1370,Female,1,No,Yes,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.8,359.04,Yes
CUST-1371,Female,1,No,No,22,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.08,1854.52,No
CUST-1372,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.53,21.63,No
CUST-1373,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,92.02,1110.37,No
CUST-1374,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),113.88,2044.14,No
CUST-1375,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,62.26,792.21,No
CUST-1376,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,97.62,3214.74,No
CUST-1377,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,100.51,,No
CUST-1378,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,76.48,2695.52,No
CUST-1379,Male,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,0.0,No
CUST-1380,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.65,451.02,No
CUST-1381,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.94,1405.13,Yes
CUST-1382,Female,0,Yes,No,65,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),80.33,5228.67,No
CUST-1383,Male,0,Yes,No,43,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,85.97,3677.03,No
CUST-1384,Male,0,No,No,44,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.91,2528.63,No
CUST-1385,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),85.36,693.96,No
CUST-1386,Male,1,No,No,13,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,943.68,No
CUST-1387,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,108.39,1618.06,No
CUST-1388,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),90.51,380.36,Yes
CUST-1389,Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),105.81,19.41,Yes
CUST-1390,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.86,2146.66,No
CUST-1391,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.48,455.32,Yes
CUST-1392,Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.76,576.93,Yes
CUST-1393,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.19,158.48,No
CUST-1394,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,82.55,5217.64,Yes
CUST-1395,Female,1,Yes,No,20,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,82.57,1661.56,No
CUST-1396,Female,0,No,Yes,26,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),57.66,1509.74,No
CUST-1397,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),81.18,4699.22,No
CUST-1398,Female,1,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),65.26,649.97,No
CUST-1399,Male,1,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.13,853.49,No
CUST-1400,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,78.91,0.0,No
CUST-1401,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.93,119.51,No
CUST-1402,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.48,4079.21,No
CUST-1403,Male,0,Yes,No,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),65.14,2201.99,No
CUST-1404,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,107.31,1061.25,Yes
CUST-1405,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.25,256.44,No
CUST-1406,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.96,547.5,No
CUST-1407,Female,1,No,No,0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,79.11,0.0,No
CUST-1408,Female,1,Yes,No,6,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,59.5,357.38,No
CUST-1409,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,68.09,332.81,No
CUST-1410,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),58.7,368.49,No
CUST-1411,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,73.21,2857.32,No
CUST-1412,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.25,202.25,No
CUST-1413,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,110.22,568.07,Yes
CUST-1414,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.28,1527.01,No
CUST-1415,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.38,5055.35,Yes
CUST-1416,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),78.97,471.15,Yes
CUST-1417,Female,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.37,49.55,Yes
CUST-1418,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),103.21,1012.46,Yes
CUST-1419,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.25,911.89,No
CUST-1420,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.06,1695.6,Yes
CUST-1421,Female,1,Yes,No,40,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.82,2652.62,No
CUST-1422,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.03,4477.08,No
CUST-1423,Male,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,54.83,2031.91,No
CUST-1424,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.65,1716.48,No
CUST-1425,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.24,1604.46,Yes
CUST-1426,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.64,0.0,No
CUST-1427,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.6,2625.29,No
CUST-1428,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,109.79,1220.87,Yes
CUST-1429,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,99.11,292.56,No
CUST-1430,Male,1,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,466.03,No
CUST-1431,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),65.51,537.8,No
CUST-1432,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.3,703.81,No
CUST-1433,Female,1,Yes,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),64.91,1366.89,No
CUST-1434,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.17,1377.51,Yes
CUST-1435,Female,1,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.44,1047.93,No
CUST-1436,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.72,214.23,No
CUST-1437,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,90.33,1282.34,No
CUST-1438,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.21,1550.39,Yes
CUST-1439,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),96.15,2498.15,Yes
CUST-1440,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.2,1231.28,No
CUST-1441,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),74.18,899.08,Yes
CUST-1442,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.68,887.04,No
CUST-1443,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.15,238.36,Yes
CUST-1444,Female,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,82.18,5242.08,Yes
CUST-1445,Male,1,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.2,944.17,Yes
CUST-1446,Male,1,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.8,2681.24,Yes
CUST-1447,Female,1,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.54,5.54,No
CUST-1448,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,81.54,420.84,Yes
CUST-1449,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.0,392.01,No
CUST-1450,Female,0,No,No,50,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,45.0,2255.42,No
CUST-1451,Female,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.42,1708.46,Yes
CUST-1452,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.35,1489.85,No
CUST-1453,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,88.25,1306.08,No
CUST-1454,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),94.32,1506.65,Yes
CUST-1455,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,95.21,287.1,Yes
CUST-1456,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.02,1380.38,No
CUST-1457,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.01,188.91,No
CUST-1458,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.99,2912.08,No
CUST-1459,Male,1,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.3,1923.39,No
CUST-1460,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,6115.88,No
CUST-1461,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,74.07,1270.34,No
CUST-1462,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.37,854.21,Yes
CUST-1463,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,117.85,4252.56,No
CUST-1464,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.84,101.94,No
CUST-1465,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.83,1376.31,No
CUST-1466,Female,0,No,Yes,0,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,44.38,5.08,No
CUST-1467,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),89.2,1420.54,No
CUST-1468,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),66.92,264.77,Yes
CUST-1469,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.0,370.79,No
CUST-1470,Male,1,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.01,605.35,Yes
CUST-1471,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,111.01,1441.67,No
CUST-1472,Male,0,No,No,23,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.27,1909.93,No
CUST-1473,Female,1,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.35,70.27,No
CUST-1474,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),95.37,1541.96,No
CUST-1475,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,58.1,239.72,No
CUST-1476,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),113.2,2278.31,No
CUST-1477,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.87,684.55,No
CUST-1478,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,88.92,1673.16,No
CUST-1479,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.85,973.81,No
CUST-1480,Female,1,No,No,9,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),61.21,544.23,No
CUST-1481,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),74.22,2521.08,No
CUST-1482,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.04,363.2,No
CUST-1483,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.8,1008.6,No
CUST-1484,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,86.17,2169.97,No
CUST-1485,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),106.9,0.0,No
CUST-1486,Male,1,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.07,2321.68,Yes
CUST-1487,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,80.35,1829.32,No
CUST-1488,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.14,663.63,Yes
CUST-1489,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,92.28,193.52,Yes
CUST-1490,Female,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.14,172.33,No
CUST-1491,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.96,1582.07,No
CUST-1492,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.91,2254.26,No
CUST-1493,Female,1,Yes,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.45,174.26,Yes
CUST-1494,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.13,213.72,No
CUST-1495,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,84.83,1789.65,No
CUST-1496,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,88.94,3819.58,No
CUST-1497,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),67.13,48.79,No
CUST-1498,Male,1,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.03,494.32,No
CUST-1499,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.74,3521.99,No
CUST-1500,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.13,3.97,Yes
CUST-1501,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.89,158.73,No
CUST-1502,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.47,2704.04,No
CUST-1503,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.06,758.55,No
CUST-1504,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.18,746.75,No
CUST-1505,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.92,99.49,Yes
CUST-1506,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.86,0.0,No
CUST-1507,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.29,333.47,Yes
CUST-1508,Female,0,No,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),51.04,2619.16,No
CUST-1509,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.1,1268.0,Yes
CUST-1510,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.89,1011.01,No
CUST-1511,Female,0,Yes,No,60,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,49.96,2982.09,No
CUST-1512,Male,0,No,No,12,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,59.66,704.82,Yes
CUST-1513,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.48,164.23,No
CUST-1514,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,62.22,1044.66,No
CUST-1515,Male,0,No,No,57,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),68.62,3922.54,Yes
CUST-1516,Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,60.85,2390.07,No
CUST-1517,Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.34,87.89,No
CUST-1518,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.4,943.57,No
CUST-1519,Female,0,No,No,20,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,74.82,1514.73,No
CUST-1520,Female,0,Yes,No,57,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,77.36,4419.13,No
CUST-1521,Male,1,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.65,219.31,Yes
CUST-1522,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.04,1599.33,No
CUST-1523,Male,0,Yes,No,50,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),50.92,2554.0,No
CUST-1524,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,65.45,803.67,No
CUST-1525,Male,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.53,924.52,No
CUST-1526,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),97.06,82.17,Yes
CUST-1527,Female,1,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,106.7,745.79,Yes
